"start_date","end_date","frequency","months","yield_shock","pfolio_return_delta_shock_unadjusted_by_weighted","pfolio_noncash_weight","pfolio_return_delta_shock","count_of_stocks","bmark_return_delta_shock"
2014-12-31,2017-02-28,"weekly",26,1,0.00554910053771161,0.947876,0.00585424732529531,34,0.00927586918197203
2014-12-31,2017-02-28,"monthly",26,1,-0.0334909844522637,0.947876,-0.0353326642432804,34,-0.0113183763468039
2014-11-28,2017-02-28,"daily",27,1,0.0259406565348912,0.947876,0.027367141413952,34,0.0315831676831832
2014-11-28,2017-02-28,"weekly",27,1,0.00513145800080725,0.947876,0.00541363849365028,34,0.0102485675154013
2014-11-28,2017-02-28,"monthly",27,1,-0.0292763657573074,0.947876,-0.0308862823378875,34,-0.00529944739853247
2014-10-31,2017-02-28,"daily",28,1,0.0257655975066846,0.947876,0.0271824558346077,34,0.0313487927885908
2014-10-31,2017-02-28,"weekly",28,1,0.00615644335463907,0.947876,0.00649498811515333,34,0.0116165784914585
2014-10-31,2017-02-28,"monthly",28,1,-0.0309532928583488,0.947876,-0.0326554241887639,34,-0.0086654656509127
2014-09-30,2017-02-28,"daily",29,1,0.0259837604762055,0.947876,0.0274126156545851,34,0.0312336615886107
2014-09-30,2017-02-28,"weekly",29,1,0.00772997171438685,0.947876,0.00815504529536231,34,0.0131453819356833
2014-09-30,2017-02-28,"monthly",29,1,-0.0343408190835123,0.947876,-0.0362292315487599,34,-0.0144321503377728
2014-08-29,2017-02-28,"daily",30,1,0.0254490940740666,0.947876,0.0268485477784716,34,0.0308171256756785
2014-08-29,2017-02-28,"weekly",30,1,0.00720791339041719,0.947876,0.00760427881961057,34,0.012749765392055
2014-08-29,2017-02-28,"monthly",30,1,-0.0338996347560362,0.947876,-0.0357637863560595,34,-0.0142922567312861
2014-07-31,2017-02-28,"daily",31,1,0.0253147832803461,0.947876,0.0267068511918712,34,0.0308259898827787
2014-07-31,2017-02-28,"weekly",31,1,0.0100319972552979,0.947876,0.0105836599463409,34,0.0163688738205778
2014-07-31,2017-02-28,"monthly",31,1,-0.0336302982344425,0.947876,-0.0354796389342514,34,-0.0138520370856493
2014-06-30,2017-02-28,"daily",32,1,0.0251294590312014,0.947876,0.0265113359038538,34,0.0305921699539328
2014-06-30,2017-02-28,"weekly",32,1,0.0109499731749633,0.947876,0.0115521156511646,34,0.0171191919548379
2014-06-30,2017-02-28,"monthly",32,1,-0.031743575246451,0.947876,-0.0334891644544761,34,-0.0123729533455083
2014-05-30,2017-02-28,"daily",33,1,0.0241603447408519,0.947876,0.025488929713224,33,0.0298668002767923
2014-05-30,2017-02-28,"weekly",33,1,0.0103804272558485,0.947876,0.0109512502224431,33,0.0160854434583663
2014-05-30,2017-02-28,"monthly",33,1,-0.0294727409229064,0.947876,-0.031093456235738,34,-0.0120946741789373
2014-04-30,2017-02-28,"daily",34,1,0.0245227064739232,0.947876,0.0258712178322093,33,0.0301887098186578
2014-04-30,2017-02-28,"weekly",34,1,0.0106464003763344,0.947876,0.0112318492886563,33,0.0159940168649842
2014-04-30,2017-02-28,"monthly",34,1,-0.0273854044066987,0.947876,-0.0288913364265987,33,-0.0128196631910084
2014-03-31,2017-02-28,"daily",35,1,0.0246721834015877,0.947876,0.0260289145432395,33,0.0302601865374935
2014-03-31,2017-02-28,"weekly",35,1,0.0109821615600954,0.947876,0.0115860740857406,33,0.0159642872085905
2014-03-31,2017-02-28,"monthly",35,1,-0.0272108381110251,0.947876,-0.0287071706753047,33,-0.0129114582208411
2014-02-28,2017-02-28,"daily",36,1,0.0253990770709285,0.947876,0.0267957803245662,33,0.0308037550082019
2014-02-28,2017-02-28,"weekly",36,1,0.0117795694530415,0.947876,0.0124273316900538,33,0.0174590583290128
2014-02-28,2017-02-28,"monthly",36,1,-0.0268742540317841,0.947876,-0.0283520777314587,33,-0.012498319679902
2014-01-31,2017-02-28,"daily",37,1,0.0252059132587399,0.947876,0.0265919943734622,33,0.0308859304772094
